Record_ID,Scenario,Source,Sim_Time_s,Bus_ID,Bus_Name,Frequency_Hz,Voltage_pu,Voltage_kV,Angle_deg,Active_Power_MW,Reactive_Power_MVAr,ROCOF_Hz_per_s,Ambient_Temp_C,Grid_State,Stability_Label
4438,LightLoad_Night,Synthetic_PhysicsInformed,43.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1173,1.0259,338.5,12.82,216.586,130.212,-0.4448,26.8,Stable,0
4439,LightLoad_Night,Synthetic_PhysicsInformed,43.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0071,1.0298,339.8,11.41,229.085,137.726,-1.1022,26.8,Stable,0
4440,LightLoad_Night,Synthetic_PhysicsInformed,43.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9801,1.0261,338.6,9.14,224.227,134.805,-0.2698,26.8,Stable,0
4441,LightLoad_Night,Synthetic_PhysicsInformed,44.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9913,1.0282,339.3,7.07,227.471,136.756,0.1123,26.9,Stable,0
4442,LightLoad_Night,Synthetic_PhysicsInformed,44.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0552,1.0305,340.1,7.05,222.214,133.595,0.6384,26.9,Stable,0
4443,LightLoad_Night,Synthetic_PhysicsInformed,44.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0137,1.0252,338.3,9.06,230.87,138.799,-0.4149,26.9,Stable,0
4444,LightLoad_Night,Synthetic_PhysicsInformed,44.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9738,1.0153,335.0,2.32,229.382,137.904,-0.3984,26.9,Stable,0
4445,LightLoad_Night,Synthetic_PhysicsInformed,44.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9341,1.0144,334.8,4.86,203.772,122.508,-0.3974,26.9,Stable,0
4446,LightLoad_Night,Synthetic_PhysicsInformed,44.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0115,1.0124,334.1,4.18,194.356,116.847,0.7742,27.0,Stable,0
4447,LightLoad_Night,Synthetic_PhysicsInformed,44.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0061,1.0146,334.8,4.17,211.214,126.982,-0.0539,27.0,Stable,0
4448,LightLoad_Night,Synthetic_PhysicsInformed,44.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9945,1.0171,335.6,4.26,208.171,125.152,-0.116,27.0,Stable,0
4449,LightLoad_Night,Synthetic_PhysicsInformed,44.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0146,1.0116,333.8,2.91,217.832,130.961,0.2002,27.0,Stable,0
4450,LightLoad_Night,Synthetic_PhysicsInformed,44.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0423,1.0125,334.1,6.05,231.781,139.346,0.2778,27.0,Stable,0
4451,LightLoad_Night,Synthetic_PhysicsInformed,45.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0535,1.0083,332.7,1.2,264.34,158.921,0.1119,27.0,Stable,0
4452,LightLoad_Night,Synthetic_PhysicsInformed,45.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0045,1.007,332.3,7.62,257.057,154.543,-0.4905,27.0,Stable,0
4453,LightLoad_Night,Synthetic_PhysicsInformed,45.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0077,1.0074,332.4,6.15,266.276,160.085,0.0323,27.0,Stable,0
4454,LightLoad_Night,Synthetic_PhysicsInformed,45.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9773,1.01,333.3,8.97,253.562,152.442,-0.3039,27.0,Stable,0
4455,LightLoad_Night,Synthetic_PhysicsInformed,45.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9293,1.0134,334.4,9.02,236.865,142.403,-0.4804,27.0,Stable,0
4456,LightLoad_Night,Synthetic_PhysicsInformed,45.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9523,1.0125,334.1,14.6,225.881,135.8,0.2301,27.0,Stable,0
4457,LightLoad_Night,Synthetic_PhysicsInformed,45.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9141,1.0178,335.9,19.04,233.912,140.628,-0.3815,26.9,Stable,0
4458,LightLoad_Night,Synthetic_PhysicsInformed,45.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9716,1.0188,336.2,16.81,253.025,152.119,0.5743,26.9,Stable,0
4459,LightLoad_Night,Synthetic_PhysicsInformed,45.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9631,1.019,336.3,19.88,215.925,129.814,-0.0847,26.9,Stable,0
4460,LightLoad_Night,Synthetic_PhysicsInformed,45.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.905,1.0169,335.6,23.47,215.138,129.341,-0.5804,26.9,Stable,0
4461,LightLoad_Night,Synthetic_PhysicsInformed,46.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9676,1.0206,336.8,22.9,211.722,127.287,0.6252,26.9,Stable,0
4462,LightLoad_Night,Synthetic_PhysicsInformed,46.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.961,1.0179,335.9,25.2,235.379,141.51,-0.0653,26.8,Stable,0
4463,LightLoad_Night,Synthetic_PhysicsInformed,46.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9003,1.0145,334.8,26.01,248.837,149.601,-0.6074,26.8,Stable,0
4464,LightLoad_Night,Synthetic_PhysicsInformed,46.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9239,1.0167,335.5,25.02,254.816,153.196,0.2363,26.8,Stable,0
4465,LightLoad_Night,Synthetic_PhysicsInformed,46.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8855,1.0281,339.3,27.24,240.187,144.4,-0.3842,26.7,Stable,0
4466,LightLoad_Night,Synthetic_PhysicsInformed,46.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9543,1.025,338.2,23.89,235.026,141.297,0.6877,26.7,Stable,0
4467,LightLoad_Night,Synthetic_PhysicsInformed,46.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9345,1.0282,339.3,26.41,230.01,138.282,-0.1973,26.6,Stable,0
4468,LightLoad_Night,Synthetic_PhysicsInformed,46.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9026,1.0292,339.6,23.45,241.554,145.222,-0.3199,26.6,Stable,0
4469,LightLoad_Night,Synthetic_PhysicsInformed,46.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0026,1.0236,337.8,22.64,230.982,138.866,1.0005,26.5,Stable,0
4470,LightLoad_Night,Synthetic_PhysicsInformed,46.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0056,1.025,338.2,22.7,221.288,133.038,0.0299,26.5,Stable,0
4471,LightLoad_Night,Synthetic_PhysicsInformed,47.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9185,1.0304,340.0,17.08,211.292,127.029,-0.8708,26.4,Stable,0
4472,LightLoad_Night,Synthetic_PhysicsInformed,47.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9295,1.0362,342.0,17.95,205.46,123.523,0.1096,26.4,Stable,0
4473,LightLoad_Night,Synthetic_PhysicsInformed,47.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9022,1.0364,342.0,17.33,189.185,113.738,-0.2731,26.3,Stable,0
4474,LightLoad_Night,Synthetic_PhysicsInformed,47.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9048,1.0407,343.4,11.94,180,108.216,0.0263,26.3,Stable,0
4475,LightLoad_Night,Synthetic_PhysicsInformed,47.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8866,1.039,342.9,12.09,188.19,113.14,-0.1823,26.2,Stable,0
4476,LightLoad_Night,Synthetic_PhysicsInformed,47.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.85,1.0408,343.5,5.32,196.991,118.431,-0.3656,26.1,Stable,0
4477,LightLoad_Night,Synthetic_PhysicsInformed,47.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9342,1.0396,343.1,4.43,195.67,117.637,0.8415,26.1,Stable,0
4478,LightLoad_Night,Synthetic_PhysicsInformed,47.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.85,1.0377,342.4,5.19,209.905,126.195,-0.8415,26.0,Stable,0
4479,LightLoad_Night,Synthetic_PhysicsInformed,47.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.865,1.0373,342.3,5.52,201.676,121.247,0.1503,25.9,Stable,0
4480,LightLoad_Night,Synthetic_PhysicsInformed,47.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9272,1.041,343.5,4.25,215.671,129.662,0.6219,25.8,Stable,0
4481,LightLoad_Night,Synthetic_PhysicsInformed,48.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.977,1.0412,343.6,3.76,208.372,125.273,0.4975,25.8,Stable,0
4482,LightLoad_Night,Synthetic_PhysicsInformed,48.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0067,1.0456,345.0,2.32,198.296,119.215,0.2976,25.7,Stable,0
4483,LightLoad_Night,Synthetic_PhysicsInformed,48.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9451,1.0455,345.0,2.6,196.266,117.995,-0.6166,25.6,Stable,0
4484,LightLoad_Night,Synthetic_PhysicsInformed,48.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9518,1.0456,345.1,2.31,214.63,129.036,0.0671,25.5,Stable,0
4485,LightLoad_Night,Synthetic_PhysicsInformed,48.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9192,1.05,346.5,4.66,232.846,139.987,-0.326,25.4,Stable,0
4486,LightLoad_Night,Synthetic_PhysicsInformed,48.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.85,1.0458,345.1,6.16,252.472,151.786,-0.692,25.4,Stable,0
4487,LightLoad_Night,Synthetic_PhysicsInformed,48.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.85,1.0465,345.3,7.94,268.391,161.357,0.0,25.3,Stable,0
4488,LightLoad_Night,Synthetic_PhysicsInformed,48.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.85,1.0473,345.6,9.06,255.541,153.631,0.0,25.2,Stable,0
4489,LightLoad_Night,Synthetic_PhysicsInformed,48.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.85,1.0447,344.8,7.95,246.525,148.211,0.0,25.1,Stable,0
4490,LightLoad_Night,Synthetic_PhysicsInformed,48.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9287,1.035,341.6,10.36,242.635,145.872,0.7875,25.0,Stable,0
4491,LightLoad_Night,Synthetic_PhysicsInformed,49.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9747,1.0259,338.6,11.21,222.636,133.849,0.4595,24.9,Stable,0
4492,LightLoad_Night,Synthetic_PhysicsInformed,49.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9764,1.0295,339.7,15.79,235.356,141.496,0.0172,24.8,Stable,0
4493,LightLoad_Night,Synthetic_PhysicsInformed,49.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9583,1.0326,340.8,19.13,242.13,145.568,-0.1817,24.7,Stable,0
4494,LightLoad_Night,Synthetic_PhysicsInformed,49.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9174,1.0311,340.3,21.1,235.757,141.737,-0.4081,24.7,Stable,0
4495,LightLoad_Night,Synthetic_PhysicsInformed,49.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9628,1.0375,342.4,23.12,254.917,153.256,0.4539,24.6,Stable,0
4496,LightLoad_Night,Synthetic_PhysicsInformed,49.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0333,1.0428,344.1,23.94,270.236,162.466,0.7047,24.5,Stable,0
4497,LightLoad_Night,Synthetic_PhysicsInformed,49.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0568,1.0456,345.0,24.4,267.963,161.1,0.2351,24.4,Stable,0
4498,LightLoad_Night,Synthetic_PhysicsInformed,49.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0647,1.0489,346.1,23.85,260.124,156.387,0.0791,24.3,Stable,0
4499,LightLoad_Night,Synthetic_PhysicsInformed,49.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0347,1.041,343.5,23.68,276.388,166.164,-0.3001,24.2,Stable,0
4500,LightLoad_Night,Synthetic_PhysicsInformed,49.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0436,1.0393,343.0,27.14,235.612,141.65,0.089,24.1,Stable,0
4501,LightLoad_Night,Synthetic_PhysicsInformed,50.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0,1.0334,341.0,27.25,226.396,136.109,-0.4358,24.0,Stable,0
4502,LightLoad_Night,Synthetic_PhysicsInformed,50.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9881,1.0394,343.0,25.87,226.533,136.192,-0.1197,23.9,Stable,0
4503,LightLoad_Night,Synthetic_PhysicsInformed,50.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9998,1.037,342.2,23.11,214.9,129.198,0.1178,23.8,Stable,0
4504,LightLoad_Night,Synthetic_PhysicsInformed,50.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0179,1.0354,341.7,22.27,261.958,157.489,0.1801,23.7,Stable,0
4505,LightLoad_Night,Synthetic_PhysicsInformed,50.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9903,1.0421,343.9,22.06,265.979,159.907,-0.2757,23.6,Stable,0
4506,LightLoad_Night,Synthetic_PhysicsInformed,50.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0205,1.0339,341.2,20.05,263.459,158.392,0.3025,23.5,Stable,0
4507,LightLoad_Night,Synthetic_PhysicsInformed,50.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.051,1.0283,339.3,16.91,277.473,166.817,0.3044,23.4,Stable,0
4508,LightLoad_Night,Synthetic_PhysicsInformed,50.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0879,1.034,341.2,14.76,253.845,152.611,0.3693,23.3,Stable,0
4509,LightLoad_Night,Synthetic_PhysicsInformed,50.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0902,1.0308,340.2,16.13,287.968,173.126,0.0232,23.3,Stable,0
4510,LightLoad_Night,Synthetic_PhysicsInformed,50.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0646,1.0283,339.3,11.34,292.753,176.003,-0.2563,23.2,Stable,0
4511,LightLoad_Night,Synthetic_PhysicsInformed,51.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9404,1.0352,341.6,9.45,319.651,192.174,-1.2423,23.1,Stable,0
4512,LightLoad_Night,Synthetic_PhysicsInformed,51.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9512,1.0373,342.3,6.91,332.904,200.142,0.1086,23.0,Stable,0
4513,LightLoad_Night,Synthetic_PhysicsInformed,51.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0271,1.0392,342.9,4.57,316.781,190.449,0.7587,22.9,Stable,0
4514,LightLoad_Night,Synthetic_PhysicsInformed,51.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9182,1.0409,343.5,6.93,316.294,190.156,-1.0893,22.8,Stable,0
4515,LightLoad_Night,Synthetic_PhysicsInformed,51.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9612,1.0437,344.4,1.04,299.105,179.822,0.4308,22.7,Stable,0
4516,LightLoad_Night,Synthetic_PhysicsInformed,51.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9242,1.05,346.5,3.44,301.589,181.315,-0.3705,22.6,Stable,0
4517,LightLoad_Night,Synthetic_PhysicsInformed,51.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9196,1.0498,346.4,2.88,296.911,178.503,-0.0461,22.6,Stable,0
4518,LightLoad_Night,Synthetic_PhysicsInformed,51.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9347,1.05,346.5,2.45,269.998,162.323,0.1515,22.5,Stable,0
4519,LightLoad_Night,Synthetic_PhysicsInformed,51.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9471,1.0497,346.4,2.15,301.033,180.981,0.1242,22.4,Stable,0
4520,LightLoad_Night,Synthetic_PhysicsInformed,51.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9573,1.0473,345.6,1.82,295.608,177.72,0.1018,22.3,Stable,0
4521,LightLoad_Night,Synthetic_PhysicsInformed,52.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0477,1.0438,344.5,5.6,271.047,162.954,0.9034,22.2,Stable,0
4522,LightLoad_Night,Synthetic_PhysicsInformed,52.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0577,1.0425,344.0,5.25,273.365,164.347,0.0998,22.2,Stable,0
4523,LightLoad_Night,Synthetic_PhysicsInformed,52.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1056,1.0477,345.7,7.03,301.055,180.994,0.4792,22.1,Stable,0
4524,LightLoad_Night,Synthetic_PhysicsInformed,52.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.191,1.0492,346.3,9.2,268.794,161.599,0.854,22.0,Stable,0
4525,LightLoad_Night,Synthetic_PhysicsInformed,52.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1815,1.05,346.5,9.33,274.499,165.029,-0.0946,21.9,Stable,0
4526,LightLoad_Night,Synthetic_PhysicsInformed,52.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.2679,1.05,346.5,12.56,257.555,154.842,0.864,21.9,Stable,0
4527,LightLoad_Night,Synthetic_PhysicsInformed,52.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.2444,1.05,346.5,18.22,273.367,164.348,-0.235,21.8,Stable,0
4528,LightLoad_Night,Synthetic_PhysicsInformed,52.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1584,1.0441,344.5,18.65,271.178,163.032,-0.8606,21.7,Stable,0
4529,LightLoad_Night,Synthetic_PhysicsInformed,52.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1163,1.047,345.5,16.87,263.895,158.654,-0.4207,21.7,Stable,0
4530,LightLoad_Night,Synthetic_PhysicsInformed,52.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1583,1.05,346.5,20.95,254.965,153.285,0.4199,21.6,Stable,0
4531,LightLoad_Night,Synthetic_PhysicsInformed,53.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1686,1.0478,345.8,24.52,271.403,163.167,0.1031,21.6,Stable,0
4532,LightLoad_Night,Synthetic_PhysicsInformed,53.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1874,1.0416,343.7,24.01,258.554,155.442,0.188,21.5,Stable,0
4533,LightLoad_Night,Synthetic_PhysicsInformed,53.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.186,1.0375,342.4,25.36,275.772,165.794,-0.0139,21.5,Stable,0
4534,LightLoad_Night,Synthetic_PhysicsInformed,53.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1746,1.0271,339.0,23.79,277.277,166.699,-0.1144,21.4,Stable,0
4535,LightLoad_Night,Synthetic_PhysicsInformed,53.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0899,1.0289,339.5,26.84,281.06,168.973,-0.8467,21.4,Stable,0
4536,LightLoad_Night,Synthetic_PhysicsInformed,53.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1048,1.0298,339.8,27.46,285.536,171.664,0.1492,21.3,Stable,0
4537,LightLoad_Night,Synthetic_PhysicsInformed,53.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1189,1.0291,339.6,23.64,247.128,148.573,0.1411,21.3,Stable,0
4538,LightLoad_Night,Synthetic_PhysicsInformed,53.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0324,1.0264,338.7,23.99,243.792,146.568,-0.8655,21.2,Stable,0
4539,LightLoad_Night,Synthetic_PhysicsInformed,53.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1532,1.0207,336.8,25.31,257.43,154.767,1.2082,21.2,Stable,0
4540,LightLoad_Night,Synthetic_PhysicsInformed,53.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1886,1.0172,335.7,20.12,234.577,141.028,0.3539,21.2,Stable,0
4541,LightLoad_Night,Synthetic_PhysicsInformed,54.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.2466,1.015,335.0,18.01,251.251,151.052,0.5801,21.1,Stable,0
4542,LightLoad_Night,Synthetic_PhysicsInformed,54.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.2129,1.0132,334.3,15.95,267.129,160.598,-0.3372,21.1,Stable,0
4543,LightLoad_Night,Synthetic_PhysicsInformed,54.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1985,1.0049,331.6,15.61,271.394,163.162,-0.1441,21.1,Stable,0
4544,LightLoad_Night,Synthetic_PhysicsInformed,54.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.2435,1.0133,334.4,15.27,263.493,158.412,0.4504,21.1,Stable,0
4545,LightLoad_Night,Synthetic_PhysicsInformed,54.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.2379,1.0187,336.2,10.94,266.471,160.202,-0.0565,21.1,Stable,0
4546,LightLoad_Night,Synthetic_PhysicsInformed,54.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.2501,1.0169,335.6,9.5,272.328,163.724,0.1224,21.0,Stable,0
4547,LightLoad_Night,Synthetic_PhysicsInformed,54.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.2114,1.0116,333.8,6.74,300.924,180.915,-0.3874,21.0,Stable,0
4548,LightLoad_Night,Synthetic_PhysicsInformed,54.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1137,1.0187,336.2,7.4,286.915,172.493,-0.9761,21.0,Stable,0
4549,LightLoad_Night,Synthetic_PhysicsInformed,54.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1755,1.0188,336.2,5.36,322.118,193.658,0.6172,21.0,Stable,0
4550,LightLoad_Night,Synthetic_PhysicsInformed,54.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1576,1.023,337.6,3.21,317.989,191.175,-0.1792,21.0,Stable,0
4551,LightLoad_Night,Synthetic_PhysicsInformed,55.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0948,1.0228,337.5,0.33,314.596,189.135,-0.6275,21.0,Stable,0
4552,LightLoad_Night,Synthetic_PhysicsInformed,55.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0757,1.0255,338.4,2.91,313.467,188.456,-0.1907,21.0,Stable,0
4553,LightLoad_Night,Synthetic_PhysicsInformed,55.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1207,1.021,336.9,0.83,322.887,194.12,0.45,21.0,Stable,0
4554,LightLoad_Night,Synthetic_PhysicsInformed,55.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0797,1.0254,338.4,3.27,313.824,188.671,-0.4105,21.0,Stable,0
4555,LightLoad_Night,Synthetic_PhysicsInformed,55.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0562,1.021,336.9,1.12,290.359,174.564,-0.2351,21.0,Stable,0
4556,LightLoad_Night,Synthetic_PhysicsInformed,55.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0012,1.0243,338.0,5.54,322.233,193.726,-0.5492,21.0,Stable,0
4557,LightLoad_Night,Synthetic_PhysicsInformed,55.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9695,1.0222,337.3,6.21,328.525,197.51,-0.317,21.1,Stable,0
4558,LightLoad_Night,Synthetic_PhysicsInformed,55.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0246,1.0199,336.6,8.09,317.657,190.975,0.5512,21.1,Stable,0
4559,LightLoad_Night,Synthetic_PhysicsInformed,55.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0094,1.0217,337.2,7.06,329.587,198.148,-0.1521,21.1,Stable,0
4560,LightLoad_Night,Synthetic_PhysicsInformed,55.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0008,1.023,337.6,12.15,319.622,192.157,-0.0859,21.1,Stable,0
4561,LightLoad_Night,Synthetic_PhysicsInformed,56.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9679,1.0186,336.1,14.77,313.615,188.546,-0.3298,21.1,Stable,0
4562,LightLoad_Night,Synthetic_PhysicsInformed,56.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9689,1.0201,336.6,19.46,295.42,177.606,0.0099,21.2,Stable,0
4563,LightLoad_Night,Synthetic_PhysicsInformed,56.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9782,1.0173,335.7,18.98,304.127,182.841,0.0934,21.2,Stable,0
4564,LightLoad_Night,Synthetic_PhysicsInformed,56.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9867,1.0112,333.7,18.84,311.056,187.007,0.0851,21.2,Stable,0
4565,LightLoad_Night,Synthetic_PhysicsInformed,56.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9136,1.0131,334.3,22.77,320.829,192.882,-0.7316,21.3,Stable,0
4566,LightLoad_Night,Synthetic_PhysicsInformed,56.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9581,1.0077,332.5,21.47,288.491,173.441,0.4456,21.3,Stable,0
4567,LightLoad_Night,Synthetic_PhysicsInformed,56.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0107,1.0092,333.0,23.97,296.893,178.492,0.5257,21.4,Stable,0
4568,LightLoad_Night,Synthetic_PhysicsInformed,56.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9425,1.0091,333.0,24.77,293.547,176.481,-0.6822,21.4,Stable,0
4569,LightLoad_Night,Synthetic_PhysicsInformed,56.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9554,1.0114,333.7,24.46,272.824,164.022,0.1297,21.5,Stable,0
